"","BsmtFinSF2","LowQualFinSF","EnclosedPorch","ThreeSsnPorch","ScreenPorch","PoolArea","MiscVal","MasVnrArea","SecondFlrSF","WoodDeckSF","OpenPorchSF","LotFrontage","LotArea","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","FirstFlrSF","GrLivArea","GarageYrBlt","GarageArea","YrSold"
"348",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",70.0499583680267,17600,1960,1960,1270,208,1478,1478,1478,1960,498,2009
"349",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","0","1st_bin",36,2448,2003,2004,573,191,764,764,1626,2003,474,2008
"350",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3rd_bin","2nd_bin","0","0",56,20431,2005,2006,1410,438,1848,1848,2728,2006,706,2006
"351",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",68,7820,2007,2007,0,1869,1869,1869,1869,2007,617,2007
"352",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","1st_bin",70.0499583680267,5271,1986,1986,1082,371,1453,1453,1453,1986,445,2006
"353",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","1st_bin","0",60,9084,1941,1950,236,0,616,616,1111,1941,200,2008
"354",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",60,8520,1928,2003,0,624,624,720,720,2005,484,2010
"355",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","0",60,8400,1940,2000,388,552,940,1192,1595,1940,240,2006
"356",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",105,11249,1995,1995,334,322,1200,1200,1200,1995,521,2007
"357",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",70.0499583680267,9248,1992,1992,560,598,1158,1167,1167,1992,400,2009
"358",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","3rd_bin","1st_bin",44,4224,1976,1976,874,268,1142,1142,1142,1976,528,2007
"359",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","0",92,6930,1958,1958,300,468,1062,1352,1352,1958,288,2006
"360",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"2nd_bin","2nd_bin","1st_bin","1st_bin",78,12011,1998,1998,956,130,1086,1086,1924,1998,592,2006
"361",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","0",70.0499583680267,7540,1978,1978,773,115,888,912,912,1978,470,2007
"362",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","0",70.0499583680267,9144,1940,1982,399,484,883,988,1505,1940,240,2008
"363",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","3rd_bin","0","0",64,7301,2003,2003,0,0,0,495,1922,2003,672,2009
"364",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","1st_bin","2nd_bin","0",21,1680,1972,2007,162,321,483,483,987,1972,264,2009
"365",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","2nd_bin","1st_bin",70.0499583680267,18800,1976,1976,712,84,796,790,1574,1976,566,2006
"366",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",59,10690,1920,1997,456,216,672,672,1344,1964,468,2009
"367",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1st_bin","0","0","1st_bin",70.0499583680267,9500,1963,1963,609,785,1394,1394,1394,1963,514,2009
"368",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",101,9150,1962,1962,371,728,1099,1431,1431,1962,296,2008
"369",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",78,7800,1954,1954,540,728,1268,1268,1268,1954,244,2010
"370",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","2nd_bin","1st_bin",70.0499583680267,9830,1959,2006,72,733,1063,1287,1287,1997,576,2010
"371",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",70.0499583680267,8121,2000,2000,0,953,953,953,1664,2000,460,2006
"372",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","1st_bin",80,17120,1959,1959,0,0,0,1120,1588,1991,680,2008
"373",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","2nd_bin","0",50,7175,1984,1984,623,0,744,752,752,1984,264,2010
"374",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",79,10634,1953,1953,428,0,608,1319,1319,1953,270,2009
"375",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",65,8200,2003,2004,0,847,847,847,1928,2003,434,2007
"376",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",70.0499583680267,10020,1922,1950,350,333,683,904,904,1978.50616388687,0,2009
"377",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",57,8846,1996,1996,298,572,870,914,914,1998,576,2006
"378",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","2nd_bin",102,11143,2004,2005,0,1580,1580,1580,2466,2004,610,2007
"379",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","0",88,11394,2010,2010,1445,411,1856,1856,1856,2010,834,2010
"380",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","1st_bin",60,8123,2000,2000,0,982,982,1007,1800,2000,463,2009
"381",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",50,5000,1924,1950,218,808,1026,1026,1691,1924,308,2010
"382",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",60,7200,2006,2006,0,1293,1293,1301,1301,2006,572,2006
"383",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",79,9245,2006,2006,0,939,939,939,1797,2006,639,2007
"384",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",60,9000,1928,1950,0,784,784,784,784,1950,360,2009
"385",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","2nd_bin",70.0499583680267,53107,1992,1992,985,595,1580,1079,1953,1992,501,2007
"386",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",43,3182,2004,2005,24,1232,1256,1269,1269,2004,430,2010
"387",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","2nd_bin",58,8410,1910,1996,0,658,658,658,1184,1978.50616388687,0,2006
"388",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","2nd_bin","0",72,7200,1976,1976,631,410,1041,1125,1125,1977,352,2009
"389",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",93,9382,1999,2000,0,1468,1468,1479,1479,1999,577,2008
"390",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","1st_bin","1st_bin","1st_bin",96,12474,2007,2008,1280,402,1682,1742,2332,2008,846,2008
"391",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","1st_bin",50,8405,1900,1950,241,229,861,961,1367,1978,384,2008
"392",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","3rd_bin","1st_bin","2nd_bin",71,12209,2001,2002,690,114,804,804,1961,2001,560,2009
"393",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","0","0","0",70.0499583680267,8339,1959,1959,0,0,0,882,882,1959,294,2007
"394",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",70.0499583680267,7446,1941,1950,266,522,788,788,788,1978.50616388687,0,2006
"395",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","1st_bin",60,10134,1940,1950,0,735,735,735,1034,1940,240,2007
"396",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",68,9571,1956,1956,739,405,1144,1144,1144,1956,596,2010
"397",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",60,7200,1972,1972,777,117,894,894,894,1985,600,2009
"398",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","0","2nd_bin",69,7590,1962,1962,540,324,864,876,1812,1962,264,2007
"399",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",60,8967,1920,1950,0,961,961,1077,1077,1920,338,2007
"400",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","1st_bin","0","2nd_bin",65,8125,2006,2007,812,280,1092,1112,1550,2007,438,2009
"401",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","1st_bin","1st_bin",38,14963,1996,1996,786,474,1260,1288,1288,1996,500,2008
"402",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",65,8767,2005,2005,24,1286,1310,1310,1310,2005,400,2006
"403",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",60,10200,1940,1997,0,672,672,672,672,1940,240,2008
"404",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","3rd_bin","1st_bin","1st_bin",93,12090,1998,1998,0,1141,1141,1165,2263,1998,420,2006
"405",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",70.0499583680267,10364,1995,1996,0,806,806,806,1572,1995,373,2007
"406",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",70.0499583680267,9991,1976,1993,1116,165,1281,1620,1620,1993,490,2009
"407",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",51,10480,1936,1950,0,1064,1064,1166,1639,1936,240,2008
"408",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",63,15576,1915,1976,0,840,840,840,1680,1960,308,2008
"409",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","3rd_bin","1st_bin","1st_bin",109,14154,2006,2006,0,1063,1063,1071,2172,2006,947,2007
"410",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","0","1st_bin",85,10800,2007,2008,789,245,1034,1050,2078,2008,836,2008
"411",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",68,9571,1958,1958,0,1276,1276,1276,1276,1958,350,2009
"412",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","2nd_bin","0",100,34650,1955,1955,1056,0,1056,1056,1056,1955,572,2006
"413",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","0","0","2nd_bin",70.0499583680267,4403,2009,2009,578,892,1470,1478,1478,2009,484,2010
"414",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",56,8960,1927,1950,0,1008,1008,1028,1028,1927,360,2010
"415",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","2nd_bin",59,11228,1993,1993,50,499,1080,1080,2097,1993,678,2008
"416",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",73,8899,2007,2007,24,1316,1340,1340,1340,2007,396,2007
"417",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","0","0",74,7844,1978,1978,209,463,672,672,1400,1978,440,2006
"418",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","3rd_bin","0","0",86,22420,1918,1950,1128,242,1370,1370,2624,1918,864,2007
"419",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","0",60,8160,1940,1950,312,444,756,756,1134,1940,240,2007
"420",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",65,8450,1968,1968,775,281,1056,1056,1056,1968,304,2010
"421",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",78,7060,1997,1998,1309,35,1344,1344,1344,1997,784,2008
"422",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","2nd_bin","0",70.0499583680267,16635,1977,2000,1246,356,1602,1602,1602,1977,529,2009
"423",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",100,21750,1954,1954,0,988,988,988,988,1954,520,2008
"424",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","3rd_bin","0","1st_bin",80,9200,1998,1998,986,484,1470,1470,2630,1998,696,2008
"425",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",72,9000,1956,1956,616,580,1196,1196,1196,1956,297,2008
"426",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",60,3378,1946,1992,0,651,651,707,1389,1947,240,2009
"427",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1st_bin","0","1st_bin","0",70.0499583680267,12800,1989,1989,1518,0,1518,1644,1644,1989,569,2009
"428",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",77,8593,1957,1957,288,619,907,907,907,1964,352,2008
"429",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",64,6762,2007,2007,664,544,1208,1208,1208,2007,628,2007
"430",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",130,11457,1988,1988,1005,387,1392,1412,1412,1988,576,2009
"431",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","1st_bin","0","0",21,1680,1971,1971,387,96,483,483,987,1971,264,2008
"432",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",60,5586,1920,1998,0,901,901,1088,1198,1978.50616388687,0,2008
"433",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","2nd_bin","1st_bin",24,1920,1971,1971,471,294,765,765,1365,1971,440,2007
"434",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",100,10839,1997,1998,0,926,926,926,1604,1997,470,2008
"435",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",21,1890,1972,1972,495,135,630,630,630,1978.50616388687,0,2008
"436",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",43,10667,1996,1996,385,70,799,827,1661,1996,550,2009
"437",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","0",40,4400,1920,1950,0,648,648,734,1118,1990,440,2006
"438",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",50,6000,1926,2004,0,884,884,904,904,1926,180,2009
"439",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",40,4280,1913,2002,365,75,440,694,694,1990,352,2007
"440",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","1st_bin","0","1st_bin",67,12354,1920,2000,0,684,684,684,1196,2005,528,2009
"441",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1st_bin","0","0","1st_bin",105,15431,2008,2008,1767,788,3094,2402,2402,2008,672,2009
"442",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",92,12108,1955,1955,133,1307,1440,1440,1440,1978.50616388687,0,2008
"443",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","0",52,6240,1930,1992,0,1078,1078,1128,1573,1930,360,2008
"444",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",53,3922,2006,2007,0,1258,1258,1258,1258,2007,648,2007
"445",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",70,8750,1994,1995,642,273,915,933,1908,1994,493,2008
"446",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",73,9855,1956,1956,0,1436,1436,1689,1689,1956,480,2009
"447",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",137,16492,1966,2002,247,557,1517,1888,1888,1966,578,2010
"448",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","0",70.0499583680267,11214,1998,1999,0,930,930,956,1886,1998,431,2006
"449",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","0",50,8600,1937,1950,0,780,780,780,1376,1937,198,2006
"450",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","2nd_bin",50,6000,1948,2002,331,318,649,679,1183,1981,308,2007
"451",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",70,5684,1930,2005,0,813,813,813,813,1932,270,2006
"452",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",62,70761,1975,1975,655,878,1533,1533,1533,1975,576,2006
"453",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","1st_bin",70.0499583680267,9303,1996,1997,742,130,872,888,1756,1996,422,2007
"454",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",75,9000,2008,2008,0,768,768,786,1590,2008,676,2009
"455",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",63,9297,1976,1976,1606,122,1728,1728,1728,1976,560,2006
"456",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",80,9600,1973,1973,916,326,1242,1242,1242,1973,528,2007
"457",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",34,4571,1916,1950,0,624,624,624,1344,1916,513,2008
"458",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","2nd_bin","1st_bin",70.0499583680267,53227,1954,1994,1116,248,1364,1663,1663,1954,529,2008
"459",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",70.0499583680267,5100,1925,1996,0,588,588,833,1666,1925,228,2008
"460",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1st_bin","1st_bin","0","0",70.0499583680267,7015,1950,1950,185,524,709,979,1203,1950,352,2009
"461",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","3rd_bin","0","2nd_bin",75,8004,2009,2009,544,288,832,832,1935,2009,552,2009
"462",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","2nd_bin","0",60,7200,1936,2007,350,0,560,575,1135,1971,576,2009
"463",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",60,8281,1965,1965,553,0,864,864,864,1965,360,2009
"464",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",74,11988,1934,1995,326,389,715,849,1660,1939,240,2008
"465",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",60,8430,1978,1978,616,424,1040,1040,1040,1978.50616388687,0,2009
"466",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",70.0499583680267,3072,2004,2004,0,1375,1375,1414,1414,2004,398,2006
"467",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","0",85,10628,1970,1970,778,499,1277,1277,1277,1970,526,2007
"468",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","0",79,9480,1942,1995,386,342,728,888,1644,1942,312,2007
"469",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",98,11428,2006,2006,0,1626,1626,1634,1634,2006,866,2007
"470",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","1st_bin",76,9291,1993,1993,426,406,832,832,1710,1993,506,2008
"471",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","1st_bin",70.0499583680267,6820,1985,1985,368,0,1488,1502,1502,1985,528,2010
"472",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","2nd_bin","0","0",92,11952,1977,1977,0,808,808,1161,1969,1977,534,2007
"473",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",35,3675,2005,2005,459,88,547,1072,1072,2005,525,2008
"474",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","2nd_bin","1st_bin",110,14977,2006,2007,1350,626,1976,1976,1976,2006,908,2007
"475",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",41,5330,2000,2000,1196,298,1494,1652,1652,2000,499,2007
"476",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","1st_bin",80,8480,1963,1963,630,340,970,970,970,1996,624,2007
"477",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",75,13125,1997,1998,994,484,1478,1493,1493,1997,508,2008
"478",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","1st_bin","2nd_bin","1st_bin",105,13693,2006,2006,0,2153,2153,2069,2643,2006,694,2007
"479",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",79,10637,2007,2008,1288,417,1705,1718,1718,2007,826,2009
"480",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","0","0","1st_bin",50,5925,1937,2000,168,739,907,1131,1131,1995,672,2007
"481",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","3rd_bin","1st_bin",98,16033,2004,2005,1261,572,1833,1850,1850,2004,772,2006
"482",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","0","1st_bin","1st_bin",72,11846,2003,2004,1567,225,1792,1792,1792,2003,874,2006
"483",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",50,2500,1915,2005,299,611,910,916,1826,1915,164,2009
"484",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",32,4500,1998,1998,897,319,1216,1216,1216,1998,402,2006
"485",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",70.0499583680267,7758,1962,2001,588,411,999,999,999,1963,264,2007
"486",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",80,9600,1950,2007,607,506,1113,1113,1113,1950,264,2009
"487",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",79,10289,1965,1965,836,237,1073,1073,1073,1965,515,2007
"488",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","2nd_bin","0",70,12243,1971,1971,998,486,1484,1484,1484,1971,487,2007
"489",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","0",60,10800,1900,1970,664,290,954,1766,2414,1970,520,2006
"490",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",21,1526,1970,2002,515,115,630,630,630,1970,286,2009
"491",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",70.0499583680267,2665,1976,1976,0,264,264,616,1304,1976,336,2008
"492",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",79,9490,1941,1950,403,238,806,958,1578,1941,240,2006
"493",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",105,15578,2006,2006,0,728,728,728,1456,2006,429,2006
"494",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",70,7931,1960,1960,374,363,1269,1269,1269,1964,308,2008
"495",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",50,5784,1938,1996,0,190,190,886,886,1938,273,2009
"496",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","4th_bin",60,7879,1920,1950,495,225,720,720,720,1978.50616388687,0,2009
"497",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","2nd_bin","1st_bin",70.0499583680267,12692,1992,1993,1231,1969,3200,3228,3228,1992,546,2007
"498",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",60,9120,1925,1950,329,697,1026,1133,1820,1925,240,2008
"499",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","0",65,7800,1967,2004,450,414,864,899,899,1967,288,2009
"500",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","0","0","3rd_bin",70,7535,1958,1985,111,522,912,912,912,1958,297,2007
"501",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","1st_bin","1st_bin","1st_bin",21,1890,1973,1973,356,316,672,672,1218,1973,264,2007
"502",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",75,9803,2005,2005,400,466,866,866,1768,2005,603,2008
"503",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"0","0","0","0",70,9170,1965,1965,698,420,1214,1214,1214,1965,461,2007
"504",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","1st_bin",100,15602,1959,1997,1247,254,1501,1801,1801,1959,484,2010
"505",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","2nd_bin","0",24,2308,1974,1974,257,103,855,855,1322,1974,440,2009
